region,year,powertrain_type,sum_volume,sum_powertrain,ratio_volume
china,2018,BEV,0.882896,26.973253,0.032732277415705106
china,2018,FCEV,4.5e-05,26.973253,1.6683193532496805e-06
china,2018,HEV,0.268343,26.973253,0.009948484893535088
china,2018,HICEV,0.0,26.973253,0.0
china,2018,ICE-D,1.918304,26.973253,0.07111874863591722
china,2018,ICE-G,23.618319,26.973253,0.8756199706427698
china,2018,PHEV,0.285346,26.973253,0.010578850092719628
china,2019,BEV,0.978511,24.594935,0.0397850614364299
china,2019,FCEV,0.000137,24.594935,5.570252574361347e-06
china,2019,HEV,0.610474,24.594935,0.024821126788909992
china,2019,HICEV,0.0,24.594935,0.0
china,2019,ICE-D,1.916695,24.594935,0.07793047633587973
china,2019,ICE-G,20.866144,24.594935,0.8483919148393765
china,2019,PHEV,0.222974,24.594935,0.009065850346829541
china,2020,BEV,1.088084,23.522658999999997,0.04625684536769419
china,2020,FCEV,0.000291,23.522658999999997,1.2371050398681546e-05
china,2020,HEV,1.264999,23.522658999999997,0.0537778913514837
china,2020,HICEV,0.0,23.522658999999997,0.0
china,2020,ICE-D,2.121161,23.522658999999997,0.0901752221124321
china,2020,ICE-G,18.828152,23.522658999999997,0.8004261763094045
china,2020,PHEV,0.219972,23.522658999999997,0.009351493808586861
china,2021,BEV,2.96473,24.855173999999998,0.1192801949404981
china,2021,FCEV,0.000304,24.855173999999998,1.2230853825444957e-05
china,2021,HEV,1.657829,24.855173999999998,0.06669955317955127
china,2021,HICEV,0.0,24.855173999999998,0.0
china,2021,ICE-D,2.047389,24.855173999999998,0.08237274862771027
china,2021,ICE-G,17.685775,24.855173999999998,0.711553055311542
china,2021,PHEV,0.499147,24.855173999999998,0.02008221708687294
china,2022,BEV,5.728376,26.416936,0.21684483014987052
china,2022,FCEV,0.001272,26.416936,4.815092863154152e-05
china,2022,HEV,2.164234,26.416936,0.08192600383329846
china,2022,HICEV,0.0,26.416936,0.0
china,2022,ICE-D,1.446892,26.416936,0.05477137848234936
china,2022,ICE-G,15.736068,26.416936,0.5956810434033681
china,2022,PHEV,1.340094,26.416936,0.05072859320248192
china,2023,BEV,7.122369,26.821131,0.2655506585460546
china,2023,FCEV,0.003386,26.821131,0.0001262437441582907
china,2023,HEV,2.952714,26.821131,0.11008909355835889
china,2023,HICEV,0.0,26.821131,0.0
china,2023,ICE-D,1.576127,26.821131,0.05876437499969707
china,2023,ICE-G,13.153975,26.821131,0.4904332706924253
china,2023,PHEV,2.01256,26.821131,0.07503635845930584
china,2024,BEV,9.234966,28.347718,0.3257745826313074
china,2024,FCEV,0.006172,28.347718,0.00021772475653948585
china,2024,HEV,3.881205,28.347718,0.13691419535075097
china,2024,HICEV,0.0,28.347718,0.0
china,2024,ICE-D,1.734162,28.347718,0.06117465963221449
china,2024,ICE-G,11.037354,28.347718,0.38935599683896954
china,2024,PHEV,2.453859,28.347718,0.0865628407902181
china,2025,BEV,11.322646,29.713786,0.381056994891193
china,2025,FCEV,0.008477,29.713786,0.000285288451629826
china,2025,HEV,4.879874,29.713786,0.16422929074066833
china,2025,HICEV,0.0,29.713786,0.0
china,2025,ICE-D,1.782183,29.713786,0.059978321173882056
china,2025,ICE-G,8.958145,29.713786,0.3014811037543314
china,2025,PHEV,2.762461,29.713786,0.09296900098829547
china,2026,BEV,13.355847,30.852406,0.43289482836443943
china,2026,FCEV,0.012562,30.852406,0.0004071643553504385
china,2026,HEV,5.760965,30.852406,0.18672660407749075
china,2026,HICEV,0.000172,30.852406,5.5749298774299815e-06
china,2026,ICE-D,1.782632,30.852406,0.057779351146876524
china,2026,ICE-G,6.94635,30.852406,0.22514775670980086
china,2026,PHEV,2.993878,30.852406,0.09703872041616463
china,2027,BEV,14.979526,31.576536,0.4743878809252541
china,2027,FCEV,0.01413,31.576536,0.0004474841698912129
china,2027,HEV,5.942591,31.576536,0.18819641901188908
china,2027,HICEV,0.001172,31.576536,3.711616752388546e-05
china,2027,ICE-D,1.72504,31.576536,0.0546304382469312
china,2027,ICE-G,5.751863,31.576536,0.1821562377836505
china,2027,PHEV,3.162214,31.576536,0.10014442369486
china,2028,BEV,16.608041,32.387010000000004,0.5127994526200473
china,2028,FCEV,0.016213,32.387010000000004,0.0005006019388637605
china,2028,HEV,5.993337,32.387010000000004,0.1850537298750332
china,2028,HICEV,0.001348,32.387010000000004,4.162162546033116e-05
china,2028,ICE-D,1.651491,32.387010000000004,0.05099238861506511
china,2028,ICE-G,4.917457,32.387010000000004,0.15183423848018077
china,2028,PHEV,3.199123,32.387010000000004,0.09877796684534941
china,2029,BEV,18.348604,33.095571,0.5544126735266178
china,2029,FCEV,0.018054,33.095571,0.0005455110594707673
china,2029,HEV,5.759736,33.095571,0.17403343788810896
china,2029,HICEV,0.001557,33.095571,4.7045569934418115e-05
china,2029,ICE-D,1.634801,33.095571,0.0493963678704924
china,2029,ICE-G,4.193417,33.095571,0.12670628949112256
china,2029,PHEV,3.139402,33.095571,0.09485867459425311
china,2030,BEV,19.74793,33.51992,0.5891401292127189
china,2030,FCEV,0.022134,33.51992,0.0006603237716557796
china,2030,HEV,5.470269,33.51992,0.1631945720634178
china,2030,HICEV,0.002772,33.51992,8.269709474246956e-05
china,2030,ICE-D,1.555403,33.51992,0.046402348215628206
china,2030,ICE-G,3.624586,33.51992,0.10813229864510417
china,2030,PHEV,3.096826,33.51992,0.0923876309967327
eastern europe,2018,BEV,0.009037,4.733552,0.0019091371553539497
eastern europe,2018,FCEV,0.0,4.733552,0.0
eastern europe,2018,HEV,0.033812,4.733552,0.007143050292887878
eastern europe,2018,ICE-D,1.303369,4.733552,0.2753469276348923
eastern europe,2018,ICE-G,3.376816,4.733552,0.7133788748914134
eastern europe,2018,PHEV,0.010518,4.733552,0.002222010025452345
eastern europe,2019,BEV,0.019302,4.826906,0.0039988348644038225
eastern europe,2019,FCEV,0.0,4.826906,0.0
eastern europe,2019,HEV,0.129157,4.826906,0.02675772016277093
eastern europe,2019,ICE-D,1.123635,4.826906,0.23278576379983365
eastern europe,2019,ICE-G,3.508987,4.826906,0.7269640220878549
eastern europe,2019,PHEV,0.045825,4.826906,0.009493659085136524
eastern europe,2020,BEV,0.125973,3.958851,0.03182059643063101
eastern europe,2020,FCEV,0.0,3.958851,0.0
eastern europe,2020,HEV,0.457041,3.958851,0.11544789131998147
eastern europe,2020,ICE-D,0.80267,3.958851,0.20275327361398546
eastern europe,2020,ICE-G,2.49216,3.958851,0.6295159883511655
eastern europe,2020,PHEV,0.081007,3.958851,0.02046225028423651
eastern europe,2021,BEV,0.223045,3.7786120000000003,0.05902828869436713
eastern europe,2021,FCEV,0.0,3.7786120000000003,0.0
eastern europe,2021,HEV,0.688285,3.7786120000000003,0.18215286459684138
eastern europe,2021,ICE-D,0.664331,3.7786120000000003,0.17581349977187388
eastern europe,2021,ICE-G,2.052269,3.7786120000000003,0.5431277410858801
eastern europe,2021,PHEV,0.150682,3.7786120000000003,0.03987760585103736
eastern europe,2022,BEV,0.216702,3.993027,0.05427010636291715
eastern europe,2022,FCEV,0.0,3.993027,0.0
eastern europe,2022,HEV,0.889269,3.993027,0.22270548133032908
eastern europe,2022,ICE-D,0.667651,3.993027,0.16720422877180643
eastern europe,2022,ICE-G,2.036933,3.993027,0.5101225210848812
eastern europe,2022,PHEV,0.182472,3.993027,0.045697662450066075
eastern europe,2023,BEV,0.297206,3.973758,0.0747921740579069
eastern europe,2023,FCEV,0.0,3.973758,0.0
eastern europe,2023,HEV,1.010318,3.973758,0.2542474906624913
eastern europe,2023,ICE-D,0.704447,3.973758,0.17727476106999973
eastern europe,2023,ICE-G,1.737872,3.973758,0.43733715037503545
eastern europe,2023,PHEV,0.223915,3.973758,0.056348423834566674
eastern europe,2024,BEV,0.353573,4.1105220000000005,0.08601656918513026
eastern europe,2024,FCEV,4.4e-05,4.1105220000000005,1.0704236590875805e-05
eastern europe,2024,HEV,1.221814,4.1105220000000005,0.2972405937737348
eastern europe,2024,ICE-D,0.58001,4.1105220000000005,0.14110373329713355
eastern europe,2024,ICE-G,1.700231,4.1105220000000005,0.4136289746168491
eastern europe,2024,PHEV,0.25485,4.1105220000000005,0.061999424890561344
eastern europe,2025,BEV,0.667574,4.194651,0.15914887794002408
eastern europe,2025,FCEV,0.000265,4.194651,6.317569685773619e-05
eastern europe,2025,HEV,1.43744,4.194651,0.3426840516648465
eastern europe,2025,ICE-D,0.407952,4.194651,0.09725529013021583
eastern europe,2025,ICE-G,1.402474,4.194651,0.3343481972636102
eastern europe,2025,PHEV,0.278946,4.194651,0.06650040730444559
eastern europe,2026,BEV,1.069329,4.267582,0.25057022923051037
eastern europe,2026,FCEV,0.000529,4.267582,0.00012395778218204126
eastern europe,2026,HEV,1.755662,4.267582,0.4113950241612229
eastern europe,2026,ICE-D,0.212237,4.267582,0.04973237772584101
eastern europe,2026,ICE-G,1.006178,4.267582,0.23577238820484295
eastern europe,2026,PHEV,0.223647,4.267582,0.05240602289540072
eastern europe,2027,BEV,1.398273,4.204854,0.3325378241432402
eastern europe,2027,FCEV,0.000667,4.204854,0.00015862619724727657
eastern europe,2027,HEV,2.021079,4.204854,0.48065378726585983
eastern europe,2027,ICE-D,0.054094,4.204854,0.012864655942869837
eastern europe,2027,ICE-G,0.55134,4.204854,0.13111989143975036
eastern europe,2027,PHEV,0.179401,4.204854,0.04266521501103249
eastern europe,2028,BEV,1.570544,4.2092149999999995,0.3731204036857229
eastern europe,2028,FCEV,0.000883,4.2092149999999995,0.00020977783268376647
eastern europe,2028,HEV,2.059709,4.2092149999999995,0.48933328423470884
eastern europe,2028,ICE-D,0.018136,4.2092149999999995,0.004308641872653215
eastern europe,2028,ICE-G,0.399716,4.2092149999999995,0.09496212476673205
eastern europe,2028,PHEV,0.160227,4.2092149999999995,0.038065767607499267
eastern europe,2029,BEV,1.747368,4.240444,0.41207194340969955
eastern europe,2029,FCEV,0.002456,4.240444,0.0005791846325526288
eastern europe,2029,HEV,2.019387,4.240444,0.4762206504790536
eastern europe,2029,ICE-D,0.005234,4.240444,0.0012343047096011644
eastern europe,2029,ICE-G,0.329416,4.240444,0.0776843179629303
eastern europe,2029,PHEV,0.136583,4.240444,0.032209598806162754
eastern europe,2030,BEV,2.059646,4.222816,0.48774230276668457
eastern europe,2030,FCEV,0.008399,4.222816,0.0019889571319233424
eastern europe,2030,HEV,1.780751,4.222816,0.4216975118025507
eastern europe,2030,ICE-D,0.003957,4.222816,0.0009370524313633366
eastern europe,2030,ICE-G,0.256515,4.222816,0.06074500996491441
eastern europe,2030,PHEV,0.113548,4.222816,0.026889165902563596
india,2018,BEV,0.001594,4.659338,0.00034210868582618386
india,2018,CNG,0.130681,4.659338,0.028047117423118904
india,2018,HEV,0.134666,4.659338,0.028902389137684368
india,2018,ICE-D,1.719564,4.659338,0.3690575785658821
india,2018,ICE-G,2.672833,4.659338,0.5736508061874884
india,2019,BEV,0.001937,4.152304,0.0004664880028051896
india,2019,CNG,0.116462,4.152304,0.028047561064893128
india,2019,HEV,0.120422,4.152304,0.029001248463503635
india,2019,ICE-D,1.457056,4.152304,0.3509030167348055
india,2019,ICE-G,2.456427,4.152304,0.5915816857339925
india,2020,BEV,0.00385,3.226219,0.0011933473828032134
india,2020,CNG,0.023685,3.226219,0.007341411106933535
india,2020,HEV,0.132329,3.226219,0.04101674436856271
india,2020,ICE-D,0.763416,3.226219,0.23662869755586957
india,2020,ICE-G,2.302939,3.226219,0.713819799585831
india,2021,BEV,0.010475,4.096481000000001,0.0025570727656249346
india,2021,CNG,0.011123,4.096481000000001,0.002715257314753809
india,2021,HEV,0.219777,4.096481000000001,0.05365019391033425
india,2021,ICE-D,0.986186,4.096481000000001,0.24073979593704933
india,2021,ICE-G,2.86892,4.096481000000001,0.7003376800722375
india,2022,BEV,0.060092,5.072122,0.011847506822588257
india,2022,CNG,0.019339,5.072122,0.003812802610031856
india,2022,HEV,0.336888,5.072122,0.06641953801584426
india,2022,ICE-D,1.230476,5.072122,0.2425958997043052
india,2022,ICE-G,3.425327,5.072122,0.6753242528472303
india,2023,BEV,0.185515,5.456129,0.03400121221474053
india,2023,CNG,0.029327,5.456129,0.00537505619826804
india,2023,HEV,0.626881,5.456129,0.11489482745001081
india,2023,ICE-D,1.160099,5.456129,0.21262308864031623
india,2023,ICE-G,3.454307,5.456129,0.6331058154966644
india,2024,BEV,0.249491,5.317918000000001,0.046915164919805075
india,2024,CNG,0.023855,5.317918000000001,0.004485778080820351
india,2024,HEV,0.645615,5.317918000000001,0.12140371476205537
india,2024,ICE-D,1.082381,5.317918000000001,0.2035347291928909
india,2024,ICE-G,3.316576,5.317918000000001,0.6236606130444282
india,2025,BEV,0.417355,5.6084760000000005,0.07441504608382027
india,2025,CNG,0.031351,5.6084760000000005,0.0055899320956352486
india,2025,HEV,0.794676,5.6084760000000005,0.14169196765752406
india,2025,ICE-D,1.040253,5.6084760000000005,0.18547872898092102
india,2025,ICE-G,3.324841,5.6084760000000005,0.5928243251820994
india,2026,BEV,0.538843,5.72579,0.09410806194429065
india,2026,CNG,0.032331,5.72579,0.005646557068980874
india,2026,HEV,0.811475,5.72579,0.1417228015697397
india,2026,ICE-D,1.00352,5.72579,0.1752631514603225
india,2026,ICE-G,3.339621,5.72579,0.5832594279566663
india,2027,BEV,0.690679,5.773091,0.11963764298882523
india,2027,CNG,0.033112,5.773091,0.005735575621447852
india,2027,HEV,0.870427,5.773091,0.15077313002687814
india,2027,ICE-D,0.887945,5.773091,0.15380755300756563
india,2027,ICE-G,3.290928,5.773091,0.5700460983552832
india,2028,BEV,0.806551,6.169975,0.13072192350860418
india,2028,CNG,0.035513,6.169975,0.005755776968302141
india,2028,HEV,1.06276,6.169975,0.17224705124412984
india,2028,ICE-D,0.803951,6.169975,0.13030052795999983
india,2028,ICE-G,3.4612,6.169975,0.560974720318964
india,2029,BEV,0.865724,6.372651,0.13584989982975687
india,2029,CNG,0.037027,6.372651,0.005810297786588344
india,2029,HEV,1.237039,6.372651,0.1941168596868085
india,2029,ICE-D,0.776714,6.372651,0.12188240027580359
india,2029,ICE-G,3.456147,6.372651,0.5423405424210427
india,2030,BEV,0.968899,6.833181,0.1417932585131288
india,2030,CNG,0.05063,6.833181,0.007409433468833915
india,2030,HEV,1.398602,6.833181,0.20467802623697512
india,2030,ICE-D,0.776601,6.833181,0.11365146042523973
india,2030,ICE-G,3.638449,6.833181,0.5324678213558225
indonesia,2018,BEV,0.0,1.230206,0.0
indonesia,2018,HEV,0.0,1.230206,0.0
indonesia,2018,ICE-D,0.16542,1.230206,0.13446528467589983
indonesia,2018,ICE-G,1.064786,1.230206,0.8655347153241003
indonesia,2018,PHEV,0.0,1.230206,0.0
indonesia,2019,BEV,0.0,1.205185,0.0
indonesia,2019,HEV,0.0,1.205185,0.0
indonesia,2019,ICE-D,0.159298,1.205185,0.1321772176055958
indonesia,2019,ICE-G,1.045887,1.205185,0.8678227823944042
indonesia,2019,PHEV,0.0,1.205185,0.0
indonesia,2020,BEV,0.0,0.6871659999999999,0.0
indonesia,2020,HEV,0.0,0.6871659999999999,0.0
indonesia,2020,ICE-D,0.107749,0.6871659999999999,0.15680199544214937
indonesia,2020,ICE-G,0.579417,0.6871659999999999,0.8431980045578507
indonesia,2020,PHEV,0.0,0.6871659999999999,0.0
indonesia,2021,BEV,0.0,1.075314,0.0
indonesia,2021,HEV,0.0,1.075314,0.0
indonesia,2021,ICE-D,0.170611,1.075314,0.158661563041121
indonesia,2021,ICE-G,0.904703,1.075314,0.8413384369588789
indonesia,2021,PHEV,0.0,1.075314,0.0
indonesia,2022,BEV,0.0,1.3199919999999998,0.0
indonesia,2022,HEV,0.008785,1.3199919999999998,0.006655343365717368
indonesia,2022,ICE-D,0.165555,1.3199919999999998,0.12542121467402834
indonesia,2022,ICE-G,1.145652,1.3199919999999998,0.8679234419602543
indonesia,2022,PHEV,0.0,1.3199919999999998,0.0
indonesia,2023,BEV,0.002279,1.2455239999999999,0.0018297519758752143
indonesia,2023,HEV,0.043918,1.2455239999999999,0.0352606613762561
indonesia,2023,ICE-D,0.150451,1.2455239999999999,0.12079333678034307
indonesia,2023,ICE-G,1.048876,1.2455239999999999,0.8421162498675256
indonesia,2023,PHEV,0.0,1.2455239999999999,0.0
indonesia,2024,BEV,0.024289,1.26531,0.019196086334574137
indonesia,2024,HEV,0.144871,1.26531,0.11449447171048993
indonesia,2024,ICE-D,0.152888,1.26531,0.12083046842275806
indonesia,2024,ICE-G,0.943262,1.26531,0.745478973532178
indonesia,2024,PHEV,0.0,1.26531,0.0
indonesia,2025,BEV,0.046112,1.2527679999999999,0.036808092160719307
indonesia,2025,HEV,0.18917,1.2527679999999999,0.151001622008225
indonesia,2025,ICE-D,0.141032,1.2527679999999999,0.11257631101688421
indonesia,2025,ICE-G,0.876454,1.2527679999999999,0.6996139748141715
indonesia,2025,PHEV,0.0,1.2527679999999999,0.0
indonesia,2026,BEV,0.06361,1.2978839999999998,0.04901054331511908
indonesia,2026,HEV,0.204311,1.2978839999999998,0.1574185366334742
indonesia,2026,ICE-D,0.135999,1.2978839999999998,0.10478517340532746
indonesia,2026,ICE-G,0.893964,1.2978839999999998,0.6887857466460794
indonesia,2026,PHEV,0.0,1.2978839999999998,0.0
indonesia,2027,BEV,0.071682,1.333177,0.05376780427505124
indonesia,2027,HEV,0.186949,1.333177,0.14022819175548332
indonesia,2027,ICE-D,0.14285,1.333177,0.10715006334492719
indonesia,2027,ICE-G,0.931696,1.333177,0.6988539406245382
indonesia,2027,PHEV,0.0,1.333177,0.0
indonesia,2028,BEV,0.083806,1.386746,0.060433561733727735
indonesia,2028,HEV,0.236629,1.386746,0.17063615110481659
indonesia,2028,ICE-D,0.151296,1.386746,0.10910145044586392
indonesia,2028,ICE-G,0.909636,1.386746,0.6559499720929427
indonesia,2028,PHEV,0.005379,1.386746,0.003878864622648993
indonesia,2029,BEV,0.088944,1.4530059999999998,0.06121378714196638
indonesia,2029,HEV,0.290294,1.4530059999999998,0.19978857623437207
indonesia,2029,ICE-D,0.151245,1.4530059999999998,0.10409110492317307
indonesia,2029,ICE-G,0.9165,1.4530059999999998,0.6307613320247818
indonesia,2029,PHEV,0.006023,1.4530059999999998,0.004145199675706777
indonesia,2030,BEV,0.142151,1.486841,0.09560605337087152
indonesia,2030,HEV,0.311323,1.486841,0.20938553618039857
indonesia,2030,ICE-D,0.155604,1.486841,0.10465409549507983
indonesia,2030,ICE-G,0.86935,1.486841,0.5846960098625206
indonesia,2030,PHEV,0.008413,1.486841,0.005658305091129448
iran,2018,ICE-D,0.017077,0.948232,0.01800930573952366
iran,2018,ICE-G,0.931155,0.948232,0.9819906942604764
iran,2019,ICE-D,0.015628,0.685812,0.022787586102313753
iran,2019,ICE-G,0.670184,0.685812,0.9772124138976863
iran,2020,ICE-D,0.010747,0.871513,0.012331428217364514
iran,2020,ICE-G,0.860766,0.871513,0.9876685717826356
iran,2021,ICE-D,0.036378,0.972602,0.03740276084153642
iran,2021,ICE-G,0.936224,0.972602,0.9625972391584635
iran,2022,ICE-D,0.03537,1.0491279999999998,0.033713712721421984
iran,2022,ICE-G,1.013758,1.0491279999999998,0.9662862872785781
iran,2023,ICE-D,0.012956,0.98598,0.013140225968072376
iran,2023,ICE-G,0.973024,0.98598,0.9868597740319277
iran,2024,ICE-D,0.012747,1.077155,0.011833951474021843
iran,2024,ICE-G,1.064408,1.077155,0.9881660485259781
iran,2025,ICE-D,0.01004,1.131222,0.008875357798911267
iran,2025,ICE-G,1.121182,1.131222,0.9911246422010886
iran,2026,ICE-D,0.007226,1.1313549999999999,0.0063870314799510325
iran,2026,ICE-G,1.124129,1.1313549999999999,0.993612968520049
iran,2027,ICE-D,0.006158,1.1149950000000002,0.005522894721500993
iran,2027,ICE-G,1.108837,1.1149950000000002,0.9944771052784989
iran,2028,ICE-D,0.00514,1.1258009999999998,0.004565638154522869
iran,2028,ICE-G,1.120661,1.1258009999999998,0.9954343618454772
iran,2029,ICE-D,0.005548,1.113267,0.004983530455856502
iran,2029,ICE-G,1.107719,1.113267,0.9950164695441434
iran,2030,ICE-D,0.004318,1.129701,0.003822250312250763
iran,2030,ICE-G,1.125383,1.129701,0.9961777496877492
japan,2018,BEV,0.165491,9.592377,0.01725234527375227
japan,2018,CNG,0.000739,9.592377,7.70403415128492e-05
japan,2018,FCEV,0.003453,9.592377,0.0003599733413313509
japan,2018,HEV,1.680062,9.592377,0.1751455348345879
japan,2018,ICE-D,0.729959,9.592377,0.07609782226032191
japan,2018,ICE-G,6.914791,9.592377,0.7208631395534183
japan,2018,ICE-LPG,0.002056,9.592377,0.00021433686353236533
japan,2018,PHEV,0.095826,9.592377,0.009989807531543014
japan,2019,BEV,0.149198,9.531409000000002,0.0156532995279082
japan,2019,CNG,0.000393,9.531409000000002,4.123209905272137e-05
japan,2019,FCEV,0.003601,9.531409000000002,0.00037780353355941384
japan,2019,HEV,2.071558,9.531409000000002,0.21734016450243607
japan,2019,ICE-D,0.656031,9.531409000000002,0.06882833377520574
japan,2019,ICE-G,6.554131,9.531409000000002,0.6876350600420147
japan,2019,ICE-LPG,0.000564,9.531409000000002,5.917278337337113e-05
japan,2019,PHEV,0.095933,9.531409000000002,0.010064933736449667
japan,2020,BEV,0.130128,7.920564,0.01642913307688695
japan,2020,CNG,0.00026,7.920564,3.28259452230927e-05
japan,2020,FCEV,0.000881,7.920564,0.00011122945285209487
japan,2020,HEV,2.047267,7.920564,0.25847490153478975
japan,2020,ICE-D,0.456203,7.920564,0.05759728726388677
japan,2020,ICE-G,5.20336,7.920564,0.6569431166770447
japan,2020,ICE-LPG,0.000449,7.920564,5.668788232757163e-05
japan,2020,PHEV,0.082016,7.920564,0.010354818166989119
japan,2021,BEV,0.152871,7.63844,0.02001337969533046
japan,2021,CNG,0.000352,7.63844,4.6082707987494826e-05
japan,2021,FCEV,0.007124,7.63844,0.0009326511696105487
japan,2021,HEV,1.90093,7.63844,0.24886364231439928
japan,2021,ICE-D,0.53133,7.63844,0.06956001487214666
japan,2021,ICE-G,4.923455,7.63844,0.6445628950413959
japan,2021,ICE-LPG,0.000503,7.63844,6.585114237985766e-05
japan,2021,PHEV,0.121875,7.63844,0.015955483056749806
japan,2022,BEV,0.352968,7.5538870000000005,0.04672667197695703
japan,2022,CNG,0.000388,7.5538870000000005,5.136428437438897e-05
japan,2022,FCEV,0.003991,7.5538870000000005,0.0005283372653046041
japan,2022,HEV,2.109849,7.5538870000000005,0.27930640212118607
japan,2022,ICE-D,0.484792,7.5538870000000005,0.0641778199753319
japan,2022,ICE-G,4.449906,7.5538870000000005,0.5890882402662364
japan,2022,ICE-LPG,0.00062,7.5538870000000005,8.207694925804423e-05
japan,2022,PHEV,0.151373,7.5538870000000005,0.0200390871613515
japan,2023,BEV,0.581311,8.057057,0.07214929719375202
japan,2023,CNG,0.000414,8.057057,5.1383526267717846e-05
japan,2023,FCEV,0.004949,8.057057,0.0006142441340554001
japan,2023,HEV,2.796965,8.057057,0.3471447452835446
japan,2023,ICE-D,0.478126,8.057057,0.0593425117881132
japan,2023,ICE-G,3.958527,8.057057,0.4913117779854356
japan,2023,ICE-LPG,0.000314,8.057057,3.897204649290677e-05
japan,2023,PHEV,0.236451,8.057057,0.029347068042338536
japan,2024,BEV,0.764755,8.056087999999999,0.09492882898002108
japan,2024,CNG,0.000421,8.056087999999999,5.22586148512777e-05
japan,2024,FCEV,0.005425,8.056087999999999,0.0006734037661952055
japan,2024,HEV,2.904073,8.056087999999999,0.36048178719001084
japan,2024,ICE-D,0.472792,8.056087999999999,0.05868754164552324
japan,2024,ICE-G,3.642541,8.056087999999999,0.45214761804985254
japan,2024,ICE-LPG,0.000284,8.056087999999999,3.525284232247712e-05
japan,2024,PHEV,0.265797,8.056087999999999,0.032993308911223415
japan,2025,BEV,1.049692,7.974586,0.1316296545049486
japan,2025,CNG,4.5e-05,7.974586,5.6429261656968775e-06
japan,2025,FCEV,0.005621,7.974586,0.0007048641772751589
japan,2025,HEV,2.901928,7.974586,0.36389700982596457
japan,2025,ICE-D,0.477963,7.974586,0.05993577597633282
japan,2025,ICE-G,3.23687,7.974586,0.40589818706576114
japan,2025,ICE-LPG,0.000161,7.974586,2.018913583727105e-05
japan,2025,PHEV,0.302306,7.974586,0.037908676387714675
japan,2026,BEV,1.211216,7.798634000000001,0.15531130195364984
japan,2026,CNG,4.1e-05,7.798634000000001,5.257330963345632e-06
japan,2026,FCEV,0.005415,7.798634000000001,0.0006943523699150389
japan,2026,HEV,3.045264,7.798634000000001,0.3904868467990676
japan,2026,ICE-D,0.42711,7.798634000000001,0.054767283603769576
japan,2026,ICE-G,2.714867,7.798634000000001,0.34812083757232354
japan,2026,ICE-LPG,0.000148,7.798634000000001,1.897768250183301e-05
japan,2026,PHEV,0.394573,7.798634000000001,0.050595142687809166
japan,2027,BEV,1.420452,7.852118,0.18090049079751477
japan,2027,CNG,3.9e-05,7.852118,4.966812775865059e-06
japan,2027,FCEV,0.005755,7.852118,0.0007329232698744466
japan,2027,HEV,3.152018,7.852118,0.4014226480040162
japan,2027,ICE-D,0.409698,7.852118,0.05217675027298367
japan,2027,ICE-G,2.436747,7.852118,0.3103299007987399
japan,2027,ICE-LPG,8.3e-05,7.852118,1.0570396420430769e-05
japan,2027,PHEV,0.427326,7.852118,0.054421749647674676
japan,2028,BEV,1.803756,7.989019999999999,0.22577938220207236
japan,2028,CNG,0.000132,7.989019999999999,1.6522677374696775e-05
japan,2028,FCEV,0.005585,7.989019999999999,0.0006990844934672838
japan,2028,HEV,3.109589,7.989019999999999,0.38923284708262096
japan,2028,ICE-D,0.407525,7.989019999999999,0.051010637099418964
japan,2028,ICE-G,2.185763,7.989019999999999,0.27359588535264656
japan,2028,ICE-LPG,8e-05,7.989019999999999,1.001374386345259e-05
japan,2028,PHEV,0.47659,7.989019999999999,0.059655627348535877
japan,2029,BEV,2.065594,7.905774,0.2612766314847857
japan,2029,CNG,0.000134,7.905774,1.694963706273415e-05
japan,2029,FCEV,0.008084,7.905774,0.0010225437762324092
japan,2029,HEV,3.261765,7.905774,0.41258009652185856
japan,2029,ICE-D,0.383836,7.905774,0.048551349937400186
japan,2029,ICE-G,1.694925,7.905774,0.21439077312354235
japan,2029,ICE-LPG,8e-05,7.905774,1.011918630610994e-05
japan,2029,PHEV,0.491356,7.905774,0.062151536332811945
japan,2030,BEV,2.166128,7.743409,0.27973829097752684
japan,2030,CNG,4.1e-05,7.743409,5.294825573594266e-06
japan,2030,FCEV,0.009988,7.743409,0.0012898711665624276
japan,2030,HEV,3.285583,7.743409,0.4243070461601602
japan,2030,ICE-D,0.363882,7.743409,0.046992480960259236
japan,2030,ICE-G,1.300495,7.743409,0.16794863864223109
japan,2030,ICE-LPG,8e-05,7.743409,1.0331366972866862e-05
japan,2030,PHEV,0.617212,7.743409,0.07970804590071376
malaysia,2018,BEV,0.0,0.286774,0.0
malaysia,2018,HEV,0.0,0.286774,0.0
malaysia,2018,ICE-D,0.0,0.286774,0.0
malaysia,2018,ICE-G,0.286774,0.286774,1.0
malaysia,2018,PHEV,0.0,0.286774,0.0
malaysia,2019,BEV,0.0,0.316667,0.0
malaysia,2019,HEV,0.0,0.316667,0.0
malaysia,2019,ICE-D,0.0,0.316667,0.0
malaysia,2019,ICE-G,0.316667,0.316667,1.0
malaysia,2019,PHEV,0.0,0.316667,0.0
malaysia,2020,BEV,0.0,0.305649,0.0
malaysia,2020,HEV,0.0,0.305649,0.0
malaysia,2020,ICE-D,0.0,0.305649,0.0
malaysia,2020,ICE-G,0.305649,0.305649,1.0
malaysia,2020,PHEV,0.0,0.305649,0.0
malaysia,2021,BEV,0.0,0.256344,0.0
malaysia,2021,HEV,0.0,0.256344,0.0
